Loan_ID,Member_ID,Book_ID,Loan_Date,Due_Date,Return_Date,Fine_Amount
4086,4547,7615,2022-12-07,2022-12-16,2022-12-29,13
4087,5825,1167,2023-04-08,2023-04-16,2023-04-21,5
4088,7088,1205,2023-09-27,2023-10-08,2023-10-17,9
4089,5699,3031,2022-05-31,2022-06-30,2022-07-13,13
4090,914,474,2022-12-29,2023-01-13,2023-01-24,11
4091,350,2796,2023-08-24,2023-09-16,2023-09-22,6
4092,1799,2816,2022-10-13,2022-10-21,2022-11-01,11
4093,8548,954,2023-03-02,2023-03-15,2023-03-20,5
4094,9532,7396,2023-07-04,2023-07-12,2023-07-17,5
4095,9769,4704,2023-04-30,2023-05-17,2023-05-30,13
4096,6721,6420,2023-05-27,2023-06-15,2023-06-23,8
4097,4818,781,2022-02-13,2022-03-07,2022-03-10,3
4098,6627,7236,2023-05-28,2023-06-25,2023-07-03,8
4099,651,8707,2022-09-28,2022-10-23,2022-10-23,0
4100,9134,9531,2022-09-14,2022-10-14,2022-10-24,10
4101,3813,9182,2022-05-16,2022-06-02,2022-06-09,7
4102,3879,2868,2022-04-22,2022-05-07,2022-05-13,6
4103,3827,5996,2022-12-15,2022-12-26,2022-12-29,3
4104,6588,7003,2023-03-19,2023-04-14,2023-04-19,5
4105,2313,6399,2023-05-21,2023-05-29,2023-06-11,13
4106,1414,2814,2023-03-26,2023-04-09,2023-04-18,9
4107,8676,3287,2022-09-20,2022-10-13,2022-10-18,5
4108,5521,9499,2022-10-20,2022-10-27,2022-10-27,0
4109,7849,9278,2023-09-27,2023-10-26,2023-10-28,2
4110,9981,134,2023-11-16,2023-12-15,2023-12-23,8
4111,2134,8371,2023-07-24,2023-08-10,2023-08-20,10
4112,8954,9274,2023-06-15,2023-07-11,2023-07-25,14
4113,8309,5066,2023-06-03,2023-06-11,2023-06-17,6
4114,9028,6572,2023-04-14,2023-04-29,2023-05-07,8
4115,6408,3263,2022-10-20,2022-11-09,2022-11-21,12
4116,559,9210,2023-01-27,2023-02-05,2023-02-18,13
4117,8596,1323,2022-08-27,2022-09-06,2022-09-14,8
4118,1699,8313,2023-07-20,2023-08-09,2023-08-11,2
4119,7826,1064,2023-03-03,2023-03-15,2023-03-29,14
4120,7448,3782,2022-05-03,2022-05-17,2022-05-24,7
4121,6400,6009,2023-12-09,2024-01-01,2024-01-01,0
4122,3828,580,2023-01-31,2023-02-26,2023-03-10,12
4123,2381,2264,2023-06-18,2023-06-26,2023-06-27,1
4124,6403,1784,2023-07-13,2023-07-30,2023-08-08,9
4125,2220,2206,2023-03-29,2023-04-20,2023-04-23,3
4126,4151,3244,2023-07-05,2023-07-16,2023-07-27,11
4127,4277,2378,2023-01-30,2023-02-24,2023-02-27,3
4128,2829,7416,2022-11-03,2022-12-01,2022-12-13,12
4129,8448,6396,2023-07-31,2023-08-14,2023-08-23,9
4130,8867,2800,2023-10-26,2023-11-08,2023-11-16,8
4131,4178,1752,2022-04-08,2022-05-03,2022-05-11,8
4132,1515,8694,2022-03-04,2022-03-27,2022-04-10,14
4133,9427,2375,2023-10-28,2023-11-26,2023-12-02,6
4134,4536,4468,2022-03-31,2022-04-13,2022-04-16,3
4135,795,9605,2023-04-11,2023-04-29,2023-05-11,12
4136,4246,7592,2022-09-09,2022-09-21,2022-09-26,5
4137,5154,1609,2022-09-09,2022-09-18,2022-09-25,7
4138,957,3072,2023-05-05,2023-05-12,2023-05-19,7
4139,3701,7867,2023-07-12,2023-08-02,2023-08-05,3
4140,2320,4649,2022-04-28,2022-05-05,2022-05-09,4
4141,638,7652,2023-06-26,2023-07-14,2023-07-18,4
4142,2952,5920,2023-02-16,2023-03-10,2023-03-20,10
4143,9779,476,2022-07-26,2022-08-18,2022-08-18,0
4144,8040,8197,2022-02-07,2022-02-24,2022-03-01,5
4145,3931,2510,2022-05-23,2022-06-21,2022-06-23,2
4146,2874,7343,2022-06-18,2022-07-16,2022-07-30,14
4147,9389,6273,2022-01-17,2022-02-08,2022-02-13,5
4148,2946,6691,2023-03-21,2023-04-19,2023-05-02,13
4149,8533,628,2023-03-27,2023-04-14,2023-04-27,13
4150,5842,3781,2022-11-19,2022-12-06,2022-12-10,4
4151,1881,1103,2023-09-25,2023-10-25,2023-10-28,3
4152,1810,3793,2022-08-15,2022-08-22,2022-08-24,2
4153,7070,42,2022-04-18,2022-05-15,2022-05-17,2
4154,7050,3793,2023-01-29,2023-02-05,2023-02-13,8
4155,7843,6996,2023-07-10,2023-08-06,2023-08-09,3
4156,3041,7841,2023-05-31,2023-06-09,2023-06-09,0
4157,59,6409,2023-08-21,2023-09-07,2023-09-16,9
4158,1413,7920,2022-01-01,2022-01-14,2022-01-28,14
4159,9151,8475,2022-11-14,2022-12-03,2022-12-12,9
4160,4953,6525,2022-11-29,2022-12-08,2022-12-12,4
4161,2921,7832,2023-03-06,2023-03-27,2023-04-02,6
4162,8336,5450,2022-06-23,2022-07-15,2022-07-18,3
4163,8104,7878,2022-12-12,2022-12-30,2023-01-09,10
4164,4906,5168,2023-07-10,2023-07-26,2023-07-28,2
4165,2093,171,2022-01-18,2022-01-31,2022-02-07,7
4166,862,1490,2023-03-02,2023-03-27,2023-03-27,0
4167,3294,5237,2023-01-08,2023-01-21,2023-01-27,6
4168,8914,4865,2022-09-20,2022-10-01,2022-10-02,1
4169,2731,5868,2022-07-23,2022-08-04,2022-08-10,6
4170,5664,8216,2022-04-09,2022-04-16,2022-04-23,7
4171,6179,3398,2023-04-07,2023-04-24,2023-05-04,10
4172,2782,9418,2023-05-16,2023-06-03,2023-06-17,14
4173,9431,1623,2023-05-19,2023-06-07,2023-06-20,13
4174,5110,1161,2023-03-26,2023-04-09,2023-04-18,9
4175,3701,8515,2022-09-23,2022-10-03,2022-10-14,11
4176,5845,2514,2023-12-07,2023-12-25,2024-01-07,13
4177,5091,2382,2023-03-02,2023-03-28,2023-03-28,0
4178,8088,6418,2022-05-16,2022-05-28,2022-05-30,2
4179,8593,2277,2023-06-18,2023-07-08,2023-07-08,0
4180,3944,3462,2022-02-23,2022-03-02,2022-03-13,11
4181,8683,1118,2022-11-30,2022-12-24,2022-12-29,5
4182,5943,9580,2023-02-27,2023-03-27,2023-03-28,1
4183,5241,8127,2022-05-03,2022-05-15,2022-05-21,6
4184,8399,1449,2023-11-28,2023-12-15,2023-12-24,9
4185,6270,2515,2023-02-17,2023-03-09,2023-03-10,1
4186,5769,9282,2022-10-11,2022-11-03,2022-11-04,1
4187,7016,4503,2023-07-29,2023-08-19,2023-08-27,8
4188,3726,7681,2023-09-03,2023-10-02,2023-10-04,2
4189,3973,4751,2023-06-05,2023-06-30,2023-07-07,7
4190,5076,5704,2023-07-20,2023-08-05,2023-08-19,14
4191,1020,4057,2023-06-13,2023-06-26,2023-07-07,11
4192,4834,7793,2023-11-17,2023-12-08,2023-12-10,2
4193,4,6993,2023-06-12,2023-07-05,2023-07-06,1
4194,6741,4841,2022-09-13,2022-10-13,2022-10-24,11
4195,7129,1789,2022-09-16,2022-10-05,2022-10-11,6
4196,4909,6822,2022-07-25,2022-08-23,2022-08-24,1
4197,8222,2857,2023-11-02,2023-12-01,2023-12-11,10
4198,3501,6534,2023-10-30,2023-11-19,2023-11-23,4
4199,5214,7372,2022-07-15,2022-08-02,2022-08-16,14
4200,7976,5657,2023-02-21,2023-03-10,2023-03-22,12
4201,3254,5381,2022-07-31,2022-08-30,2022-09-10,11
4202,228,3791,2022-11-25,2022-12-22,2023-01-01,10
4203,3570,2829,2023-07-16,2023-08-07,2023-08-13,6
4204,7140,3684,2022-04-27,2022-05-11,2022-05-15,4
4205,2154,8935,2022-09-18,2022-10-01,2022-10-01,0
4206,4036,3462,2022-01-13,2022-02-08,2022-02-13,5
4207,7482,7308,2022-11-20,2022-12-20,2022-12-26,6
4208,7803,5090,2022-03-16,2022-04-07,2022-04-18,11
4209,5790,8749,2022-10-12,2022-10-27,2022-11-03,7
4210,3453,9751,2022-03-07,2022-04-05,2022-04-06,1
4211,3058,3737,2023-08-25,2023-09-05,2023-09-14,9
4212,7948,9328,2022-11-22,2022-12-13,2022-12-23,10
4213,8173,3005,2022-08-19,2022-09-16,2022-09-28,12
4214,2491,1954,2022-02-24,2022-03-26,2022-04-04,9
4215,3348,6962,2023-03-03,2023-03-31,2023-04-10,10
4216,8856,4697,2022-02-17,2022-03-12,2022-03-18,6
4217,4974,6052,2022-11-29,2022-12-06,2022-12-11,5
4218,9106,5476,2022-04-04,2022-04-19,2022-04-23,4
4219,8223,9338,2023-11-18,2023-12-04,2023-12-15,11
4220,7483,6369,2022-04-06,2022-04-20,2022-05-03,13
4221,6929,1937,2022-02-13,2022-03-03,2022-03-12,9
4222,8558,2601,2022-10-09,2022-11-08,2022-11-20,12
4223,4131,2683,2022-02-22,2022-03-19,2022-04-01,13
4224,8916,4744,2023-05-27,2023-06-11,2023-06-11,0
4225,5197,1277,2023-01-10,2023-01-21,2023-01-22,1
4226,9679,2569,2022-08-12,2022-09-10,2022-09-12,2
4227,5469,449,2023-01-02,2023-01-29,2023-02-11,13
4228,7232,8520,2022-07-17,2022-07-29,2022-08-05,7
4229,832,7576,2023-10-30,2023-11-17,2023-11-21,4
4230,4240,268,2022-01-03,2022-01-24,2022-01-26,2
4231,5878,5804,2023-10-23,2023-10-30,2023-11-11,12
4232,5764,1430,2022-01-24,2022-02-23,2022-03-05,10
4233,9175,4304,2023-10-26,2023-11-07,2023-11-13,6
4234,2577,7738,2023-09-24,2023-10-14,2023-10-23,9
4235,2814,6126,2022-12-05,2022-12-29,2023-01-05,7
4236,3886,8470,2023-04-27,2023-05-08,2023-05-21,13
4237,6472,9583,2023-05-05,2023-05-29,2023-06-09,11
4238,7131,4325,2023-05-24,2023-06-22,2023-07-05,13
4239,365,737,2022-04-03,2022-04-20,2022-04-23,3
4240,72,2359,2022-08-06,2022-08-27,2022-08-31,4
4241,328,2573,2023-03-23,2023-04-01,2023-04-14,13
4242,2708,2621,2023-06-06,2023-06-20,2023-07-04,14
4243,7511,8297,2023-05-22,2023-06-16,2023-06-20,4
4244,6060,2022,2022-10-15,2022-10-30,2022-11-09,10
4245,4754,3489,2022-04-10,2022-05-03,2022-05-07,4
4246,6149,9634,2023-09-30,2023-10-25,2023-11-05,11
4247,5844,5518,2023-03-14,2023-04-03,2023-04-15,12
4248,1789,7007,2023-04-26,2023-05-16,2023-05-21,5
4249,1152,8318,2022-09-03,2022-09-17,2022-09-21,4
4250,7816,7127,2023-08-24,2023-09-14,2023-09-25,11
4251,7274,5848,2022-01-26,2022-02-25,2022-03-11,14
4252,9816,2033,2023-12-05,2023-12-31,2024-01-13,13
4253,9564,5609,2023-12-28,2024-01-26,2024-02-09,14
4254,561,6513,2023-01-02,2023-01-09,2023-01-13,4
4255,6362,3109,2023-10-11,2023-10-31,2023-11-03,3
4256,4521,5033,2023-07-02,2023-07-10,2023-07-10,0
4257,6909,8911,2022-10-11,2022-11-05,2022-11-05,0
4258,2143,8061,2022-07-13,2022-08-06,2022-08-14,8
4259,1104,656,2022-09-14,2022-10-02,2022-10-07,5
4260,3674,7268,2023-03-10,2023-03-28,2023-04-02,5
4261,2742,1695,2022-04-27,2022-05-13,2022-05-23,10
4262,8471,7836,2023-03-09,2023-03-21,2023-03-24,3
4263,8484,6244,2023-05-14,2023-06-07,2023-06-14,7
4264,9863,1104,2022-06-04,2022-06-20,2022-06-28,8
4265,9343,6297,2023-01-18,2023-01-26,2023-01-30,4
4266,1315,4317,2022-01-18,2022-02-15,2022-02-21,6
4267,9404,4213,2022-04-01,2022-04-08,2022-04-18,10
4268,9315,2786,2022-10-12,2022-11-06,2022-11-19,13
4269,2626,9842,2023-12-02,2023-12-12,2023-12-24,12
4270,2605,1102,2022-03-05,2022-03-29,2022-03-30,1
4271,5629,5261,2022-03-04,2022-03-25,2022-03-25,0
4272,6905,2633,2023-07-15,2023-08-11,2023-08-18,7
4273,1858,4395,2022-06-28,2022-07-20,2022-07-23,3
4274,7341,3512,2022-06-05,2022-06-25,2022-07-02,7
4275,542,4640,2022-11-14,2022-12-08,2022-12-22,14
4276,7544,307,2023-09-01,2023-10-01,2023-10-07,6
4277,8846,3254,2022-09-25,2022-10-05,2022-10-19,14
4278,8145,2845,2022-05-29,2022-06-26,2022-07-05,9
4279,3576,707,2023-12-02,2023-12-09,2023-12-09,0
4280,1879,6924,2023-03-11,2023-03-30,2023-04-04,5
4281,9031,10000,2023-11-16,2023-12-10,2023-12-11,1
4282,4926,364,2022-04-04,2022-04-25,2022-05-08,13
4283,3925,3049,2023-02-27,2023-03-11,2023-03-14,3
4284,819,2094,2022-01-03,2022-01-23,2022-01-24,1
4285,7694,4298,2022-11-09,2022-12-08,2022-12-08,0
4286,2879,7812,2022-12-25,2023-01-04,2023-01-17,13
4287,4435,2506,2022-07-29,2022-08-22,2022-08-25,3
4288,2088,5702,2023-04-20,2023-05-05,2023-05-12,7
4289,9128,9904,2023-11-24,2023-12-05,2023-12-12,7
4290,4914,8002,2022-10-30,2022-11-18,2022-11-19,1
4291,8245,6831,2022-09-08,2022-09-23,2022-09-25,2
4292,55,17,2023-01-29,2023-02-16,2023-02-17,1
4293,5379,3183,2022-06-17,2022-07-02,2022-07-02,0
4294,335,4245,2023-11-23,2023-12-22,2023-12-28,6
4295,6619,8304,2022-07-08,2022-07-21,2022-07-21,0
4296,3197,7767,2023-12-03,2023-12-11,2023-12-24,13
4297,4182,209,2023-12-28,2024-01-24,2024-02-01,8
4298,2235,5855,2022-02-27,2022-03-08,2022-03-13,5
4299,2929,6983,2023-11-09,2023-12-03,2023-12-09,6
4300,3752,9794,2023-08-26,2023-09-12,2023-09-17,5
4301,2348,8324,2022-12-11,2022-12-18,2022-12-23,5
4302,9506,5416,2022-02-07,2022-02-21,2022-02-27,6
4303,5717,515,2023-04-23,2023-05-19,2023-05-24,5
4304,6563,6705,2022-10-16,2022-11-04,2022-11-07,3
4305,6330,4561,2022-12-26,2023-01-06,2023-01-16,10
4306,6195,7766,2022-07-13,2022-07-21,2022-07-25,4
4307,9818,7531,2023-01-31,2023-02-28,2023-03-11,11
4308,3941,5029,2022-07-26,2022-08-05,2022-08-15,10
4309,129,1283,2022-12-13,2023-01-06,2023-01-08,2
4310,4535,6629,2022-10-01,2022-10-28,2022-10-30,2
4311,6265,3790,2023-10-18,2023-11-13,2023-11-27,14
4312,1291,2158,2022-03-20,2022-04-02,2022-04-04,2
4313,9067,3235,2022-11-01,2022-11-18,2022-11-27,9
4314,8881,7044,2022-02-24,2022-03-14,2022-03-24,10
4315,6101,2693,2023-06-27,2023-07-10,2023-07-21,11
4316,9266,1221,2023-07-16,2023-08-06,2023-08-14,8
4317,5888,8061,2023-11-03,2023-11-10,2023-11-22,12
4318,5610,6718,2022-10-18,2022-11-01,2022-11-14,13
4319,1094,905,2023-06-09,2023-06-30,2023-07-06,6
4320,9766,7122,2022-07-03,2022-07-19,2022-07-29,10
4321,8818,2164,2023-06-17,2023-07-14,2023-07-18,4
4322,8795,7571,2022-06-06,2022-06-25,2022-07-03,8
4323,9077,5673,2022-12-31,2023-01-24,2023-01-29,5
4324,168,118,2022-04-24,2022-05-20,2022-05-29,9
4325,866,5862,2023-06-22,2023-06-29,2023-07-13,14
4326,1462,2080,2022-06-09,2022-06-16,2022-06-21,5
4327,3331,7860,2022-06-03,2022-06-20,2022-06-30,10
4328,1067,1577,2023-10-01,2023-10-27,2023-11-08,12
4329,9896,6592,2022-04-15,2022-04-23,2022-05-03,10
4330,3763,7166,2022-10-12,2022-11-07,2022-11-09,2
4331,2468,7174,2022-04-15,2022-05-03,2022-05-04,1
4332,3378,7890,2022-09-15,2022-10-03,2022-10-04,1
4333,5244,8458,2023-02-22,2023-03-15,2023-03-24,9
4334,2974,2204,2022-09-07,2022-09-23,2022-10-07,14
4335,2442,6701,2022-04-19,2022-05-05,2022-05-15,10
4336,5103,7840,2022-10-28,2022-11-18,2022-12-01,13
4337,9776,9507,2022-02-18,2022-03-18,2022-03-24,6
4338,6474,5485,2023-11-19,2023-11-29,2023-12-07,8
4339,4865,3505,2023-12-25,2024-01-06,2024-01-12,6
4340,5859,678,2023-10-02,2023-10-13,2023-10-20,7
4341,2580,201,2023-01-12,2023-01-25,2023-02-07,13
4342,7955,4158,2023-04-23,2023-05-15,2023-05-21,6
4343,7276,8981,2022-12-09,2022-12-29,2022-12-29,0
4344,1177,8549,2023-11-28,2023-12-12,2023-12-17,5
4345,6010,17,2023-09-25,2023-10-17,2023-10-31,14
4346,5850,1869,2022-05-11,2022-05-31,2022-06-13,13
4347,3044,6615,2023-05-23,2023-06-02,2023-06-03,1
4348,6707,6251,2022-12-15,2022-12-30,2023-01-07,8
4349,4629,3425,2023-07-28,2023-08-05,2023-08-13,8
4350,14,724,2023-09-30,2023-10-15,2023-10-21,6
4351,1050,2420,2023-10-16,2023-11-13,2023-11-24,11
4352,3703,557,2023-06-25,2023-07-25,2023-08-08,14
4353,4936,6151,2023-11-14,2023-11-26,2023-11-28,2
4354,6872,9601,2023-03-14,2023-03-22,2023-04-04,13
4355,8982,7160,2022-04-11,2022-05-05,2022-05-17,12
4356,2799,7588,2022-01-27,2022-02-05,2022-02-08,3
4357,312,4440,2022-09-14,2022-10-10,2022-10-11,1
4358,575,7614,2023-12-05,2023-12-19,2023-12-31,12
4359,2151,1777,2022-09-11,2022-09-22,2022-10-05,13
4360,9500,2121,2023-09-26,2023-10-25,2023-10-30,5
4361,4413,1290,2022-05-26,2022-06-13,2022-06-16,3
4362,5030,712,2022-07-03,2022-07-10,2022-07-19,9
4363,6242,2661,2022-08-15,2022-09-01,2022-09-07,6
4364,3949,9840,2022-08-13,2022-08-20,2022-08-31,11
4365,4353,5210,2023-10-29,2023-11-11,2023-11-20,9
4366,3505,6943,2023-05-26,2023-06-11,2023-06-19,8
4367,7201,3301,2023-01-18,2023-02-09,2023-02-17,8
4368,6011,1148,2022-11-27,2022-12-21,2022-12-29,8
4369,7236,5513,2023-01-20,2023-02-07,2023-02-10,3
4370,7797,3214,2022-08-12,2022-08-25,2022-09-04,10
4371,7324,4164,2022-07-27,2022-08-26,2022-09-09,14
4372,6956,702,2023-04-26,2023-05-03,2023-05-16,13
4373,464,2812,2022-09-01,2022-10-01,2022-10-08,7
4374,2799,6871,2022-02-11,2022-03-01,2022-03-05,4
4375,4081,4478,2022-06-21,2022-07-01,2022-07-15,14
4376,9141,4097,2022-10-24,2022-11-23,2022-12-06,13
4377,7386,2234,2022-09-26,2022-10-15,2022-10-25,10
4378,8568,9371,2022-01-11,2022-02-04,2022-02-05,1
4379,4372,8819,2023-12-03,2023-12-25,2023-12-31,6
4380,6350,5473,2022-09-23,2022-10-14,2022-10-14,0
4381,8523,6734,2022-06-27,2022-07-13,2022-07-24,11
4382,4745,9936,2023-07-25,2023-08-16,2023-08-22,6
4383,7675,4613,2023-07-19,2023-08-06,2023-08-13,7
4384,9223,6094,2023-12-21,2023-12-29,2024-01-07,9
4385,1076,7627,2022-06-11,2022-06-21,2022-06-21,0
4386,7496,5625,2023-08-10,2023-09-06,2023-09-12,6
4387,4487,7378,2022-12-22,2023-01-14,2023-01-23,9
4388,9416,8152,2022-04-28,2022-05-12,2022-05-22,10
4389,1146,5928,2022-04-28,2022-05-09,2022-05-22,13
4390,5603,38,2023-10-03,2023-10-18,2023-10-25,7
4391,9400,1125,2023-04-02,2023-04-10,2023-04-18,8
4392,7592,1560,2023-06-19,2023-06-30,2023-07-09,9
4393,6812,8912,2022-12-01,2022-12-31,2023-01-07,7
4394,9413,7778,2023-01-31,2023-02-15,2023-02-26,11
4395,8367,1194,2023-07-08,2023-07-23,2023-07-26,3
4396,2445,7201,2022-03-25,2022-04-10,2022-04-12,2
4397,124,599,2023-03-07,2023-03-30,2023-04-07,8
4398,4297,6535,2022-09-30,2022-10-30,2022-11-11,12
4399,3907,1723,2022-05-31,2022-06-14,2022-06-23,9
4400,6174,3533,2023-03-12,2023-04-08,2023-04-21,13
4401,6355,967,2022-03-11,2022-04-10,2022-04-15,5
4402,7377,4653,2023-10-16,2023-10-25,2023-11-04,10
4403,1096,9770,2023-11-04,2023-11-23,2023-11-24,1
4404,1136,9276,2023-02-17,2023-03-15,2023-03-15,0
4405,5873,8197,2023-03-31,2023-04-15,2023-04-19,4
4406,9561,4047,2022-05-07,2022-05-15,2022-05-20,5
4407,1631,8033,2022-06-30,2022-07-14,2022-07-22,8
4408,727,2945,2023-12-06,2023-12-29,2024-01-09,11
4409,1454,9417,2022-05-20,2022-05-29,2022-06-05,7
4410,4239,9762,2023-01-24,2023-02-11,2023-02-25,14
4411,6381,6028,2023-01-25,2023-02-16,2023-02-22,6
4412,9693,6385,2023-09-27,2023-10-06,2023-10-15,9
4413,9892,2376,2023-07-16,2023-07-23,2023-08-02,10
4414,1466,4601,2023-11-18,2023-11-26,2023-12-10,14
4415,1003,3873,2022-07-08,2022-08-07,2022-08-14,7
4416,5724,7843,2022-02-26,2022-03-24,2022-03-24,0
4417,7448,7708,2022-02-15,2022-03-04,2022-03-09,5
4418,5072,6221,2023-05-31,2023-06-21,2023-06-24,3
4419,3281,1,2023-04-02,2023-04-27,2023-05-11,14
4420,9920,4737,2023-09-27,2023-10-26,2023-11-07,12
4421,993,3382,2022-06-15,2022-07-08,2022-07-19,11
4422,5055,1128,2023-02-13,2023-02-24,2023-03-01,5
4423,2424,7005,2022-03-15,2022-04-11,2022-04-14,3
4424,1969,5299,2023-06-03,2023-06-27,2023-07-08,11
4425,5144,5220,2023-10-16,2023-11-11,2023-11-25,14
4426,4790,6480,2023-05-17,2023-06-02,2023-06-04,2
4427,4751,9419,2022-12-22,2023-01-07,2023-01-14,7
4428,4112,7490,2023-06-23,2023-07-20,2023-07-27,7
4429,2460,2177,2022-04-29,2022-05-29,2022-06-03,5
4430,9782,3125,2023-02-10,2023-03-02,2023-03-14,12
4431,8054,9241,2022-06-13,2022-06-29,2022-07-01,2
4432,7040,7141,2023-07-29,2023-08-14,2023-08-23,9
4433,9297,8691,2022-10-31,2022-11-29,2022-12-06,7
4434,6028,4139,2023-02-19,2023-03-09,2023-03-17,8
4435,1158,9368,2022-12-13,2023-01-07,2023-01-07,0
4436,256,1362,2023-11-02,2023-11-27,2023-12-01,4
4437,1304,6997,2022-12-14,2023-01-04,2023-01-09,5
4438,5641,8134,2023-11-19,2023-11-27,2023-11-30,3
4439,1543,147,2023-05-09,2023-06-05,2023-06-07,2
4440,3007,5208,2022-03-28,2022-04-08,2022-04-09,1
4441,7655,8361,2022-11-07,2022-11-19,2022-11-19,0
4442,9121,2626,2022-09-25,2022-10-21,2022-11-02,12
4443,4996,720,2023-12-24,2024-01-21,2024-01-28,7
4444,7280,8295,2022-09-01,2022-09-14,2022-09-24,10
4445,8122,5306,2022-12-16,2022-12-24,2022-12-26,2
4446,6739,7676,2023-07-03,2023-07-24,2023-08-02,9
4447,9616,5431,2022-11-17,2022-12-12,2022-12-26,14
4448,4439,534,2023-01-05,2023-01-18,2023-01-22,4
4449,3858,7644,2023-02-18,2023-03-11,2023-03-15,4
4450,5687,2753,2023-12-17,2024-01-14,2024-01-17,3
4451,5725,4108,2023-03-15,2023-03-30,2023-04-07,8
4452,8933,9864,2022-05-15,2022-06-01,2022-06-15,14
4453,80,3766,2022-01-20,2022-02-17,2022-02-19,2
4454,4791,1615,2023-11-15,2023-12-11,2023-12-25,14
4455,9590,9718,2022-08-31,2022-09-20,2022-09-20,0
4456,2012,9303,2023-11-20,2023-11-30,2023-11-30,0
4457,6677,8557,2022-10-05,2022-10-27,2022-10-28,1
4458,8891,2958,2022-06-20,2022-07-06,2022-07-15,9
4459,708,8749,2022-03-16,2022-04-15,2022-04-18,3
4460,2941,5996,2023-11-15,2023-12-14,2023-12-17,3
4461,3013,2675,2022-01-11,2022-01-27,2022-01-31,4
4462,8106,200,2023-12-06,2023-12-13,2023-12-24,11
4463,1533,9810,2022-03-24,2022-04-12,2022-04-21,9
4464,9730,833,2023-01-10,2023-01-31,2023-02-14,14
4465,3033,1416,2022-11-11,2022-11-26,2022-11-28,2
4466,7325,695,2023-03-03,2023-03-31,2023-04-10,10
4467,7572,4136,2022-07-19,2022-07-30,2022-08-02,3
4468,5440,949,2022-05-29,2022-06-23,2022-07-07,14
4469,2058,8809,2023-06-23,2023-07-21,2023-07-23,2
4470,908,8139,2023-07-01,2023-07-14,2023-07-23,9
4471,4196,1938,2022-10-25,2022-11-02,2022-11-05,3
4472,8989,9487,2023-08-24,2023-09-22,2023-10-03,11
4473,1477,7119,2023-07-31,2023-08-24,2023-08-28,4
4474,9825,341,2023-06-16,2023-06-23,2023-07-07,14
4475,1123,1861,2022-04-16,2022-05-14,2022-05-20,6
4476,5248,1327,2023-10-16,2023-11-01,2023-11-07,6
4477,5241,991,2023-03-06,2023-04-03,2023-04-04,1
4478,3976,9903,2023-02-19,2023-03-11,2023-03-16,5
4479,1121,7786,2022-06-23,2022-07-03,2022-07-05,2
4480,4983,953,2022-10-08,2022-10-31,2022-11-04,4
4481,8156,5036,2022-09-16,2022-09-28,2022-10-07,9
4482,8513,4962,2022-12-30,2023-01-11,2023-01-15,4
4483,5620,2076,2023-03-31,2023-04-11,2023-04-15,4
4484,380,8292,2023-10-27,2023-11-04,2023-11-07,3
4485,9073,760,2023-08-13,2023-09-01,2023-09-11,10
4486,5071,9399,2022-02-27,2022-03-11,2022-03-15,4
4487,7573,3587,2022-12-04,2022-12-23,2022-12-29,6
4488,8160,7037,2023-09-13,2023-09-30,2023-10-01,1
4489,8360,6322,2022-09-15,2022-09-27,2022-10-03,6
4490,3140,3841,2023-12-09,2024-01-04,2024-01-14,10
4491,4289,4112,2023-08-14,2023-09-01,2023-09-06,5
4492,2948,5789,2023-01-31,2023-02-14,2023-02-26,12
4493,9351,1631,2022-07-31,2022-08-24,2022-09-02,9
4494,9728,309,2023-10-15,2023-10-26,2023-11-05,10
4495,5329,545,2022-07-20,2022-07-29,2022-08-07,9
4496,580,1399,2022-03-10,2022-04-02,2022-04-03,1
4497,5122,9023,2022-03-01,2022-03-28,2022-04-11,14
4498,456,5045,2023-11-11,2023-12-03,2023-12-05,2
4499,6756,8100,2023-09-01,2023-09-24,2023-09-28,4
4500,2762,506,2022-12-26,2023-01-08,2023-01-17,9
4501,1616,3845,2023-09-05,2023-10-03,2023-10-13,10
4502,6450,8519,2023-12-22,2024-01-12,2024-01-24,12
4503,3256,3540,2022-03-10,2022-03-29,2022-04-08,10
4504,4117,1833,2023-12-26,2024-01-23,2024-01-30,7
4505,5126,2204,2023-10-17,2023-11-01,2023-11-15,14
4506,1098,1999,2023-02-24,2023-03-21,2023-03-31,10
4507,6323,7354,2022-10-08,2022-10-26,2022-11-04,9
4508,5124,8425,2023-10-23,2023-11-08,2023-11-09,1
4509,6377,804,2023-11-09,2023-11-27,2023-12-08,11
4510,6731,516,2022-12-31,2023-01-16,2023-01-16,0
4511,2110,8306,2023-12-25,2024-01-01,2024-01-10,9
4512,9786,9837,2023-09-08,2023-09-30,2023-10-02,2
4513,5431,7044,2022-02-09,2022-02-18,2022-02-28,10
4514,5568,1991,2023-12-20,2024-01-13,2024-01-19,6
4515,6921,4716,2023-12-10,2023-12-18,2023-12-29,11
4516,3434,7782,2022-10-11,2022-11-04,2022-11-10,6
4517,4226,8824,2023-12-25,2024-01-10,2024-01-12,2
4518,2777,2108,2023-01-17,2023-02-02,2023-02-08,6
4519,6274,9988,2022-08-04,2022-08-13,2022-08-20,7
4520,8783,5960,2023-07-17,2023-08-13,2023-08-27,14
4521,8622,9409,2022-11-14,2022-12-08,2022-12-09,1
4522,6062,2552,2022-02-14,2022-02-26,2022-02-26,0
4523,6859,4321,2022-12-23,2022-12-31,2023-01-10,10
